[AgePredModel] load_data: start loading...
[AgePredModel] load_data: Done! Get 339123 for train and 18660 for test!
[AgePredModel] load_data: loading finished !
[AgePredModel] train_model: start training...
[train_model] best weight file found, try to load ...
[train_model] Weights Load Successfull!
Epoch 0/127
----------
0.2% 55200/339123 		 Gender Loss 0.6343 		 Age MAE 6.73 		 Acc 0.7775 		 ETA 1196s
0.2% 55600/339123 		 Gender Loss 0.6418 		 Age MAE 6.87 		 Acc 0.7325 		 ETA 1194s
0.2% 56000/339123 		 Gender Loss 0.6361 		 Age MAE 7.26 		 Acc 0.7450 		 ETA 1192s
0.2% 56400/339123 		 Gender Loss 0.6329 		 Age MAE 6.81 		 Acc 0.7525 		 ETA 1191s
0.2% 56800/339123 		 Gender Loss 0.6372 		 Age MAE 7.22 		 Acc 0.7350 		 ETA 1189s
0.2% 57200/339123 		 Gender Loss 0.6465 		 Age MAE 7.51 		 Acc 0.7075 		 ETA 1187s
0.2% 57600/339123 		 Gender Loss 0.6428 		 Age MAE 7.43 		 Acc 0.7200 		 ETA 1185s
0.2% 58000/339123 		 Gender Loss 0.6365 		 Age MAE 7.23 		 Acc 0.7475 		 ETA 1184s
0.2% 58400/339123 		 Gender Loss 0.6469 		 Age MAE 7.38 		 Acc 0.7200 		 ETA 1182s
0.2% 58800/339123 		 Gender Loss 0.6413 		 Age MAE 7.86 		 Acc 0.7200 		 ETA 1180s
0.2% 59200/339123 		 Gender Loss 0.6408 		 Age MAE 7.39 		 Acc 0.7250 		 ETA 1178s
0.2% 59600/339123 		 Gender Loss 0.6472 		 Age MAE 7.11 		 Acc 0.7350 		 ETA 1177s
0.2% 60000/339123 		 Gender Loss 0.6378 		 Age MAE 7.04 		 Acc 0.7400 		 ETA 1175s
0.2% 60400/339123 		 Gender Loss 0.6416 		 Age MAE 7.60 		 Acc 0.7200 		 ETA 1173s
0.2% 60800/339123 		 Gender Loss 0.6425 		 Age MAE 7.35 		 Acc 0.6900 		 ETA 1171s
0.2% 61200/339123 		 Gender Loss 0.6337 		 Age MAE 6.68 		 Acc 0.7250 		 ETA 1169s
0.2% 61600/339123 		 Gender Loss 0.6310 		 Age MAE 7.29 		 Acc 0.7375 		 ETA 1168s
0.2% 62000/339123 		 Gender Loss 0.6302 		 Age MAE 7.38 		 Acc 0.7600 		 ETA 1166s
0.2% 62400/339123 		 Gender Loss 0.6326 		 Age MAE 6.88 		 Acc 0.7025 		 ETA 1164s
0.2% 62800/339123 		 Gender Loss 0.6418 		 Age MAE 7.28 		 Acc 0.7000 		 ETA 1162s
0.2% 63200/339123 		 Gender Loss 0.6373 		 Age MAE 7.18 		 Acc 0.7275 		 ETA 1161s
0.2% 63600/339123 		 Gender Loss 0.6438 		 Age MAE 6.88 		 Acc 0.6900 		 ETA 1159s
0.2% 64000/339123 		 Gender Loss 0.6345 		 Age MAE 7.15 		 Acc 0.6975 		 ETA 1157s
0.2% 64400/339123 		 Gender Loss 0.6398 		 Age MAE 6.42 		 Acc 0.6375 		 ETA 1155s
0.2% 64800/339123 		 Gender Loss 0.6317 		 Age MAE 7.58 		 Acc 0.7150 		 ETA 1154s
0.2% 65200/339123 		 Gender Loss 0.6383 		 Age MAE 7.20 		 Acc 0.6750 		 ETA 1152s
0.2% 65600/339123 		 Gender Loss 0.6380 		 Age MAE 6.73 		 Acc 0.6925 		 ETA 1150s
0.2% 66000/339123 		 Gender Loss 0.6220 		 Age MAE 6.97 		 Acc 0.7400 		 ETA 1148s
0.2% 66400/339123 		 Gender Loss 0.6438 		 Age MAE 7.04 		 Acc 0.6500 		 ETA 1147s
0.2% 66800/339123 		 Gender Loss 0.6457 		 Age MAE 7.05 		 Acc 0.6375 		 ETA 1145s
0.2% 67200/339123 		 Gender Loss 0.6416 		 Age MAE 7.07 		 Acc 0.6325 		 ETA 1143s
0.2% 67600/339123 		 Gender Loss 0.6461 		 Age MAE 7.91 		 Acc 0.6450 		 ETA 1142s
0.2% 68000/339123 		 Gender Loss 0.6427 		 Age MAE 7.45 		 Acc 0.6450 		 ETA 1140s
0.2% 68400/339123 		 Gender Loss 0.6415 		 Age MAE 7.35 		 Acc 0.6775 		 ETA 1138s
0.2% 68800/339123 		 Gender Loss 0.6281 		 Age MAE 7.10 		 Acc 0.7325 		 ETA 1136s
0.2% 69200/339123 		 Gender Loss 0.6391 		 Age MAE 7.01 		 Acc 0.6975 		 ETA 1135s
0.2% 69600/339123 		 Gender Loss 0.6425 		 Age MAE 6.87 		 Acc 0.6825 		 ETA 1133s
0.2% 70000/339123 		 Gender Loss 0.6372 		 Age MAE 7.43 		 Acc 0.6900 		 ETA 1131s
0.2% 70400/339123 		 Gender Loss 0.6313 		 Age MAE 7.59 		 Acc 0.7275 		 ETA 1130s
0.2% 70800/339123 		 Gender Loss 0.6426 		 Age MAE 7.00 		 Acc 0.6475 		 ETA 1128s
0.2% 71200/339123 		 Gender Loss 0.6456 		 Age MAE 6.82 		 Acc 0.6525 		 ETA 1126s
0.2% 71600/339123 		 Gender Loss 0.6459 		 Age MAE 7.27 		 Acc 0.6725 		 ETA 1125s
0.2% 72000/339123 		 Gender Loss 0.6486 		 Age MAE 7.20 		 Acc 0.6450 		 ETA 1123s
0.2% 72400/339123 		 Gender Loss 0.6480 		 Age MAE 7.72 		 Acc 0.6825 		 ETA 1121s
0.2% 72800/339123 		 Gender Loss 0.6466 		 Age MAE 7.27 		 Acc 0.6850 		 ETA 1119s
0.2% 73200/339123 		 Gender Loss 0.6465 		 Age MAE 7.57 		 Acc 0.6800 		 ETA 1118s
0.2% 73600/339123 		 Gender Loss 0.6402 		 Age MAE 7.06 		 Acc 0.7100 		 ETA 1116s
0.2% 74000/339123 		 Gender Loss 0.6385 		 Age MAE 6.84 		 Acc 0.7450 		 ETA 1114s
0.2% 74400/339123 		 Gender Loss 0.6446 		 Age MAE 7.43 		 Acc 0.6975 		 ETA 1113s
0.2% 74800/339123 		 Gender Loss 0.6362 		 Age MAE 6.62 		 Acc 0.7475 		 ETA 1111s
0.2% 75200/339123 		 Gender Loss 0.6472 		 Age MAE 7.25 		 Acc 0.6950 		 ETA 1109s
0.2% 75600/339123 		 Gender Loss 0.6519 		 Age MAE 7.23 		 Acc 0.6625 		 ETA 1107s
0.2% 76000/339123 		 Gender Loss 0.6420 		 Age MAE 6.85 		 Acc 0.7025 		 ETA 1106s
0.2% 76400/339123 		 Gender Loss 0.6435 		 Age MAE 7.38 		 Acc 0.6900 		 ETA 1104s
0.2% 76800/339123 		 Gender Loss 0.6360 		 Age MAE 7.49 		 Acc 0.7200 		 ETA 1102s
0.2% 77200/339123 		 Gender Loss 0.6397 		 Age MAE 7.30 		 Acc 0.7125 		 ETA 1101s
0.2% 77600/339123 		 Gender Loss 0.6546 		 Age MAE 7.69 		 Acc 0.6525 		 ETA 1099s
0.2% 78000/339123 		 Gender Loss 0.6436 		 Age MAE 6.71 		 Acc 0.6975 		 ETA 1097s
0.2% 78400/339123 		 Gender Loss 0.6448 		 Age MAE 6.99 		 Acc 0.6900 		 ETA 1095s
0.2% 78800/339123 		 Gender Loss 0.6393 		 Age MAE 7.61 		 Acc 0.7025 		 ETA 1094s
0.2% 79200/339123 		 Gender Loss 0.6337 		 Age MAE 7.41 		 Acc 0.6675 		 ETA 1092s
0.2% 79600/339123 		 Gender Loss 0.6574 		 Age MAE 7.56 		 Acc 0.6425 		 ETA 1090s
0.2% 80000/339123 		 Gender Loss 0.6392 		 Age MAE 7.28 		 Acc 0.7000 		 ETA 1089s
0.2% 80400/339123 		 Gender Loss 0.6358 		 Age MAE 7.29 		 Acc 0.7200 		 ETA 1087s
0.2% 80800/339123 		 Gender Loss 0.6391 		 Age MAE 7.56 		 Acc 0.7000 		 ETA 1085s
0.2% 81200/339123 		 Gender Loss 0.6408 		 Age MAE 6.99 		 Acc 0.6900 		 ETA 1084s
0.2% 81600/339123 		 Gender Loss 0.6333 		 Age MAE 7.86 		 Acc 0.7450 		 ETA 1082s
0.2% 82000/339123 		 Gender Loss 0.6418 		 Age MAE 7.07 		 Acc 0.6750 		 ETA 1080s
0.2% 82400/339123 		 Gender Loss 0.6358 		 Age MAE 7.36 		 Acc 0.6775 		 ETA 1078s
0.2% 82800/339123 		 Gender Loss 0.6420 		 Age MAE 6.93 		 Acc 0.6750 		 ETA 1077s
0.2% 83200/339123 		 Gender Loss 0.6425 		 Age MAE 7.34 		 Acc 0.7025 		 ETA 1075s
0.2% 83600/339123 		 Gender Loss 0.6451 		 Age MAE 7.74 		 Acc 0.6875 		 ETA 1073s
0.2% 84000/339123 		 Gender Loss 0.6488 		 Age MAE 7.75 		 Acc 0.6600 		 ETA 1072s
0.2% 84400/339123 		 Gender Loss 0.6459 		 Age MAE 7.36 		 Acc 0.7000 		 ETA 1070s
0.3% 84800/339123 		 Gender Loss 0.6519 		 Age MAE 7.32 		 Acc 0.6525 		 ETA 1068s
0.3% 85200/339123 		 Gender Loss 0.6540 		 Age MAE 7.21 		 Acc 0.6500 		 ETA 1066s
0.3% 85600/339123 		 Gender Loss 0.6395 		 Age MAE 6.77 		 Acc 0.7075 		 ETA 1065s
0.3% 86000/339123 		 Gender Loss 0.6535 		 Age MAE 7.36 		 Acc 0.6500 		 ETA 1063s
0.3% 86400/339123 		 Gender Loss 0.6454 		 Age MAE 7.22 		 Acc 0.6600 		 ETA 1061s
0.3% 86800/339123 		 Gender Loss 0.6452 		 Age MAE 6.90 		 Acc 0.6925 		 ETA 1060s
0.3% 87200/339123 		 Gender Loss 0.6507 		 Age MAE 7.80 		 Acc 0.6750 		 ETA 1058s
0.3% 87600/339123 		 Gender Loss 0.6440 		 Age MAE 7.65 		 Acc 0.6975 		 ETA 1056s
0.3% 88000/339123 		 Gender Loss 0.6483 		 Age MAE 7.16 		 Acc 0.6975 		 ETA 1054s
0.3% 88400/339123 		 Gender Loss 0.6474 		 Age MAE 7.32 		 Acc 0.7125 		 ETA 1053s
0.3% 88800/339123 		 Gender Loss 0.6377 		 Age MAE 7.26 		 Acc 0.7225 		 ETA 1051s
0.3% 89200/339123 		 Gender Loss 0.6422 		 Age MAE 7.38 		 Acc 0.7175 		 ETA 1049s
0.3% 89600/339123 		 Gender Loss 0.6465 		 Age MAE 7.30 		 Acc 0.7200 		 ETA 1048s
0.3% 90000/339123 		 Gender Loss 0.6428 		 Age MAE 7.83 		 Acc 0.7125 		 ETA 1046s
0.3% 90400/339123 		 Gender Loss 0.6441 		 Age MAE 7.28 		 Acc 0.7200 		 ETA 1044s
0.3% 90800/339123 		 Gender Loss 0.6482 		 Age MAE 7.60 		 Acc 0.7000 		 ETA 1043s
0.3% 91200/339123 		 Gender Loss 0.6444 		 Age MAE 7.38 		 Acc 0.7375 		 ETA 1041s
0.3% 91600/339123 		 Gender Loss 0.6395 		 Age MAE 7.16 		 Acc 0.7525 		 ETA 1039s
0.3% 92000/339123 		 Gender Loss 0.6395 		 Age MAE 6.90 		 Acc 0.7575 		 ETA 1038s
0.3% 92400/339123 		 Gender Loss 0.6481 		 Age MAE 7.66 		 Acc 0.7225 		 ETA 1036s
0.3% 92800/339123 		 Gender Loss 0.6491 		 Age MAE 8.07 		 Acc 0.7275 		 ETA 1034s
0.3% 93200/339123 		 Gender Loss 0.6379 		 Age MAE 7.13 		 Acc 0.7475 		 ETA 1032s
0.3% 93600/339123 		 Gender Loss 0.6471 		 Age MAE 7.48 		 Acc 0.7250 		 ETA 1031s
0.3% 94000/339123 		 Gender Loss 0.6445 		 Age MAE 7.15 		 Acc 0.7200 		 ETA 1029s
0.3% 94400/339123 		 Gender Loss 0.6445 		 Age MAE 7.44 		 Acc 0.7350 		 ETA 1027s
0.3% 94800/339123 		 Gender Loss 0.6403 		 Age MAE 7.82 		 Acc 0.7475 		 ETA 1026s
0.3% 95200/339123 		 Gender Loss 0.6477 		 Age MAE 7.11 		 Acc 0.7150 		 ETA 1024s
0.3% 95600/339123 		 Gender Loss 0.6447 		 Age MAE 7.28 		 Acc 0.7575 		 ETA 1022s
0.3% 96000/339123 		 Gender Loss 0.6409 		 Age MAE 6.92 		 Acc 0.7200 		 ETA 1021s
0.3% 96400/339123 		 Gender Loss 0.6412 		 Age MAE 7.42 		 Acc 0.7250 		 ETA 1019s
0.3% 96800/339123 		 Gender Loss 0.6430 		 Age MAE 7.22 		 Acc 0.7025 		 ETA 1017s
0.3% 97200/339123 		 Gender Loss 0.6456 		 Age MAE 7.16 		 Acc 0.6900 		 ETA 1016s
0.3% 97600/339123 		 Gender Loss 0.6455 		 Age MAE 7.36 		 Acc 0.6925 		 ETA 1014s
0.3% 98000/339123 		 Gender Loss 0.6484 		 Age MAE 7.97 		 Acc 0.6625 		 ETA 1012s
0.3% 98400/339123 		 Gender Loss 0.6316 		 Age MAE 6.84 		 Acc 0.7750 		 ETA 1010s
0.3% 98800/339123 		 Gender Loss 0.6438 		 Age MAE 6.85 		 Acc 0.7225 		 ETA 1009s
0.3% 99200/339123 		 Gender Loss 0.6530 		 Age MAE 7.99 		 Acc 0.6625 		 ETA 1007s
0.3% 99600/339123 		 Gender Loss 0.6419 		 Age MAE 7.23 		 Acc 0.7050 		 ETA 1005s
0.3% 100000/339123 		 Gender Loss 0.6356 		 Age MAE 7.12 		 Acc 0.7250 		 ETA 1004s
0.3% 100400/339123 		 Gender Loss 0.6434 		 Age MAE 7.12 		 Acc 0.6775 		 ETA 1002s
0.3% 100800/339123 		 Gender Loss 0.6359 		 Age MAE 7.48 		 Acc 0.7250 		 ETA 1000s
0.3% 101200/339123 		 Gender Loss 0.6361 		 Age MAE 7.80 		 Acc 0.7000 		 ETA 999s
0.3% 101600/339123 		 Gender Loss 0.6389 		 Age MAE 7.32 		 Acc 0.7125 		 ETA 997s
0.3% 102000/339123 		 Gender Loss 0.6389 		 Age MAE 7.34 		 Acc 0.7350 		 ETA 995s
0.3% 102400/339123 		 Gender Loss 0.6497 		 Age MAE 7.10 		 Acc 0.6950 		 ETA 993s
0.3% 102800/339123 		 Gender Loss 0.6443 		 Age MAE 6.87 		 Acc 0.7250 		 ETA 992s
0.3% 103200/339123 		 Gender Loss 0.6448 		 Age MAE 7.46 		 Acc 0.6950 		 ETA 990s
0.3% 103600/339123 		 Gender Loss 0.6511 		 Age MAE 8.25 		 Acc 0.6950 		 ETA 988s
0.3% 104000/339123 		 Gender Loss 0.6394 		 Age MAE 7.04 		 Acc 0.7375 		 ETA 987s
0.3% 104400/339123 		 Gender Loss 0.6401 		 Age MAE 6.94 		 Acc 0.7275 		 ETA 985s
0.3% 104800/339123 		 Gender Loss 0.6409 		 Age MAE 6.84 		 Acc 0.7350 		 ETA 983s
0.3% 105200/339123 		 Gender Loss 0.6393 		 Age MAE 7.40 		 Acc 0.7050 		 ETA 981s
0.3% 105600/339123 		 Gender Loss 0.6414 		 Age MAE 7.39 		 Acc 0.7025 		 ETA 980s
0.3% 106000/339123 		 Gender Loss 0.6459 		 Age MAE 7.09 		 Acc 0.6850 		 ETA 978s
0.3% 106400/339123 		 Gender Loss 0.6521 		 Age MAE 7.10 		 Acc 0.6975 		 ETA 976s
0.3% 106800/339123 		 Gender Loss 0.6445 		 Age MAE 6.75 		 Acc 0.7175 		 ETA 975s
0.3% 107200/339123 		 Gender Loss 0.6515 		 Age MAE 6.88 		 Acc 0.6800 		 ETA 973s
0.3% 107600/339123 		 Gender Loss 0.6496 		 Age MAE 6.77 		 Acc 0.6925 		 ETA 971s
0.3% 108000/339123 		 Gender Loss 0.6504 		 Age MAE 7.13 		 Acc 0.7100 		 ETA 970s
0.3% 108400/339123 		 Gender Loss 0.6539 		 Age MAE 7.25 		 Acc 0.7200 		 ETA 968s
0.3% 108800/339123 		 Gender Loss 0.6451 		 Age MAE 7.28 		 Acc 0.7200 		 ETA 966s
0.3% 109200/339123 		 Gender Loss 0.6424 		 Age MAE 7.55 		 Acc 0.7400 		 ETA 965s
0.3% 109600/339123 		 Gender Loss 0.6453 		 Age MAE 6.67 		 Acc 0.7450 		 ETA 963s
0.3% 110000/339123 		 Gender Loss 0.6573 		 Age MAE 7.70 		 Acc 0.6750 		 ETA 961s
0.3% 110400/339123 		 Gender Loss 0.6462 		 Age MAE 7.15 		 Acc 0.7575 		 ETA 960s
0.3% 110800/339123 		 Gender Loss 0.6469 		 Age MAE 7.06 		 Acc 0.7250 		 ETA 958s
0.3% 111200/339123 		 Gender Loss 0.6552 		 Age MAE 7.51 		 Acc 0.6850 		 ETA 956s
0.3% 111600/339123 		 Gender Loss 0.6573 		 Age MAE 7.66 		 Acc 0.6800 		 ETA 954s
0.3% 112000/339123 		 Gender Loss 0.6502 		 Age MAE 7.14 		 Acc 0.6975 		 ETA 953s
0.3% 112400/339123 		 Gender Loss 0.6467 		 Age MAE 6.93 		 Acc 0.7450 		 ETA 951s
0.3% 112800/339123 		 Gender Loss 0.6435 		 Age MAE 6.81 		 Acc 0.7575 		 ETA 949s
0.3% 113200/339123 		 Gender Loss 0.6409 		 Age MAE 7.41 		 Acc 0.7300 		 ETA 948s
0.3% 113600/339123 		 Gender Loss 0.6413 		 Age MAE 6.97 		 Acc 0.7250 		 ETA 946s
0.3% 114000/339123 		 Gender Loss 0.6489 		 Age MAE 7.97 		 Acc 0.6675 		 ETA 944s
0.3% 114400/339123 		 Gender Loss 0.6431 		 Age MAE 7.00 		 Acc 0.6925 		 ETA 943s
0.3% 114800/339123 		 Gender Loss 0.6434 		 Age MAE 7.61 		 Acc 0.7025 		 ETA 941s
0.3% 115200/339123 		 Gender Loss 0.6461 		 Age MAE 7.56 		 Acc 0.6875 		 ETA 939s
0.3% 115600/339123 		 Gender Loss 0.6499 		 Age MAE 7.69 		 Acc 0.7025 		 ETA 938s
0.3% 116000/339123 		 Gender Loss 0.6447 		 Age MAE 7.20 		 Acc 0.7050 		 ETA 936s
0.3% 116400/339123 		 Gender Loss 0.6442 		 Age MAE 7.81 		 Acc 0.7025 		 ETA 934s
0.3% 116800/339123 		 Gender Loss 0.6487 		 Age MAE 7.92 		 Acc 0.6850 		 ETA 933s
0.3% 117200/339123 		 Gender Loss 0.6476 		 Age MAE 6.30 		 Acc 0.7025 		 ETA 931s
0.3% 117600/339123 		 Gender Loss 0.6451 		 Age MAE 7.40 		 Acc 0.7050 		 ETA 929s
0.3% 118000/339123 		 Gender Loss 0.6450 		 Age MAE 7.33 		 Acc 0.7175 		 ETA 928s
0.3% 118400/339123 		 Gender Loss 0.6544 		 Age MAE 7.28 		 Acc 0.6900 		 ETA 926s
0.4% 118800/339123 		 Gender Loss 0.6472 		 Age MAE 7.09 		 Acc 0.7525 		 ETA 924s
0.4% 119200/339123 		 Gender Loss 0.6457 		 Age MAE 7.26 		 Acc 0.6800 		 ETA 923s
0.4% 119600/339123 		 Gender Loss 0.6425 		 Age MAE 7.47 		 Acc 0.7200 		 ETA 921s
0.4% 120000/339123 		 Gender Loss 0.6397 		 Age MAE 6.98 		 Acc 0.6875 		 ETA 919s
0.4% 120400/339123 		 Gender Loss 0.6361 		 Age MAE 7.18 		 Acc 0.6900 		 ETA 918s
0.4% 120800/339123 		 Gender Loss 0.6503 		 Age MAE 7.39 		 Acc 0.6825 		 ETA 916s
0.4% 121200/339123 		 Gender Loss 0.6455 		 Age MAE 6.97 		 Acc 0.6625 		 ETA 914s
0.4% 121600/339123 		 Gender Loss 0.6387 		 Age MAE 7.13 		 Acc 0.7325 		 ETA 912s
0.4% 122000/339123 		 Gender Loss 0.6337 		 Age MAE 6.94 		 Acc 0.7300 		 ETA 911s
0.4% 122400/339123 		 Gender Loss 0.6562 		 Age MAE 7.43 		 Acc 0.6575 		 ETA 909s
0.4% 122800/339123 		 Gender Loss 0.6521 		 Age MAE 7.80 		 Acc 0.6550 		 ETA 907s
0.4% 123200/339123 		 Gender Loss 0.6550 		 Age MAE 6.76 		 Acc 0.6400 		 ETA 906s
0.4% 123600/339123 		 Gender Loss 0.6552 		 Age MAE 7.44 		 Acc 0.6575 		 ETA 904s
0.4% 124000/339123 		 Gender Loss 0.6410 		 Age MAE 6.87 		 Acc 0.7250 		 ETA 902s
0.4% 124400/339123 		 Gender Loss 0.6449 		 Age MAE 6.68 		 Acc 0.6900 		 ETA 901s
0.4% 124800/339123 		 Gender Loss 0.6522 		 Age MAE 7.40 		 Acc 0.6850 		 ETA 899s
0.4% 125200/339123 		 Gender Loss 0.6505 		 Age MAE 7.15 		 Acc 0.7025 		 ETA 897s
0.4% 125600/339123 		 Gender Loss 0.6435 		 Age MAE 7.64 		 Acc 0.6800 		 ETA 896s
0.4% 126000/339123 		 Gender Loss 0.6488 		 Age MAE 6.52 		 Acc 0.6750 		 ETA 894s
0.4% 126400/339123 		 Gender Loss 0.6485 		 Age MAE 6.50 		 Acc 0.6800 		 ETA 892s
0.4% 126800/339123 		 Gender Loss 0.6481 		 Age MAE 7.42 		 Acc 0.6675 		 ETA 891s
0.4% 127200/339123 		 Gender Loss 0.6500 		 Age MAE 6.93 		 Acc 0.6850 		 ETA 889s
0.4% 127600/339123 		 Gender Loss 0.6504 		 Age MAE 7.31 		 Acc 0.6825 		 ETA 887s
0.4% 128000/339123 		 Gender Loss 0.6455 		 Age MAE 7.20 		 Acc 0.6925 		 ETA 886s
0.4% 128400/339123 		 Gender Loss 0.6471 		 Age MAE 7.41 		 Acc 0.6825 		 ETA 884s
0.4% 128800/339123 		 Gender Loss 0.6440 		 Age MAE 7.32 		 Acc 0.7275 		 ETA 882s
0.4% 129200/339123 		 Gender Loss 0.6493 		 Age MAE 7.58 		 Acc 0.6925 		 ETA 881s
0.4% 129600/339123 		 Gender Loss 0.6479 		 Age MAE 6.80 		 Acc 0.6925 		 ETA 879s
0.4% 130000/339123 		 Gender Loss 0.6511 		 Age MAE 7.82 		 Acc 0.6975 		 ETA 877s
0.4% 130400/339123 		 Gender Loss 0.6440 		 Age MAE 7.06 		 Acc 0.6975 		 ETA 875s
0.4% 130800/339123 		 Gender Loss 0.6441 		 Age MAE 7.55 		 Acc 0.7275 		 ETA 874s
0.4% 131200/339123 		 Gender Loss 0.6430 		 Age MAE 6.89 		 Acc 0.7000 		 ETA 872s
0.4% 131600/339123 		 Gender Loss 0.6477 		 Age MAE 7.75 		 Acc 0.6825 		 ETA 870s
0.4% 132000/339123 		 Gender Loss 0.6494 		 Age MAE 7.41 		 Acc 0.6775 		 ETA 869s
0.4% 132400/339123 		 Gender Loss 0.6429 		 Age MAE 7.07 		 Acc 0.7275 		 ETA 867s
0.4% 132800/339123 		 Gender Loss 0.6419 		 Age MAE 7.50 		 Acc 0.7125 		 ETA 865s
0.4% 133200/339123 		 Gender Loss 0.6463 		 Age MAE 6.71 		 Acc 0.7000 		 ETA 864s
0.4% 133600/339123 		 Gender Loss 0.6496 		 Age MAE 7.16 		 Acc 0.7175 		 ETA 862s
0.4% 134000/339123 		 Gender Loss 0.6475 		 Age MAE 7.27 		 Acc 0.6975 		 ETA 860s
0.4% 134400/339123 		 Gender Loss 0.6460 		 Age MAE 8.38 		 Acc 0.7275 		 ETA 859s
0.4% 134800/339123 		 Gender Loss 0.6339 		 Age MAE 7.47 		 Acc 0.7650 		 ETA 857s
0.4% 135200/339123 		 Gender Loss 0.6424 		 Age MAE 7.91 		 Acc 0.7175 		 ETA 855s
0.4% 135600/339123 		 Gender Loss 0.6447 		 Age MAE 7.35 		 Acc 0.7100 		 ETA 854s
0.4% 136000/339123 		 Gender Loss 0.6485 		 Age MAE 7.72 		 Acc 0.6650 		 ETA 852s
0.4% 136400/339123 		 Gender Loss 0.6536 		 Age MAE 8.60 		 Acc 0.6700 		 ETA 850s
0.4% 136800/339123 		 Gender Loss 0.6424 		 Age MAE 7.67 		 Acc 0.6925 		 ETA 849s
0.4% 137200/339123 		 Gender Loss 0.6488 		 Age MAE 7.40 		 Acc 0.7000 		 ETA 847s
0.4% 137600/339123 		 Gender Loss 0.6429 		 Age MAE 7.46 		 Acc 0.7275 		 ETA 845s
0.4% 138000/339123 		 Gender Loss 0.6503 		 Age MAE 6.73 		 Acc 0.7075 		 ETA 844s
0.4% 138400/339123 		 Gender Loss 0.6536 		 Age MAE 7.23 		 Acc 0.7025 		 ETA 842s
0.4% 138800/339123 		 Gender Loss 0.6543 		 Age MAE 7.38 		 Acc 0.7075 		 ETA 840s
0.4% 139200/339123 		 Gender Loss 0.6453 		 Age MAE 7.20 		 Acc 0.7650 		 ETA 839s
0.4% 139600/339123 		 Gender Loss 0.6577 		 Age MAE 7.98 		 Acc 0.6900 		 ETA 837s
0.4% 140000/339123 		 Gender Loss 0.6594 		 Age MAE 7.49 		 Acc 0.7100 		 ETA 835s
0.4% 140400/339123 		 Gender Loss 0.6529 		 Age MAE 8.37 		 Acc 0.7325 		 ETA 834s
0.4% 140800/339123 		 Gender Loss 0.6543 		 Age MAE 7.76 		 Acc 0.7125 		 ETA 832s
0.4% 141200/339123 		 Gender Loss 0.6521 		 Age MAE 7.02 		 Acc 0.7050 		 ETA 830s
0.4% 141600/339123 		 Gender Loss 0.6465 		 Age MAE 7.48 		 Acc 0.7125 		 ETA 828s
0.4% 142000/339123 		 Gender Loss 0.6605 		 Age MAE 7.56 		 Acc 0.6800 		 ETA 827s
0.4% 142400/339123 		 Gender Loss 0.6556 		 Age MAE 7.82 		 Acc 0.6850 		 ETA 825s
0.4% 142800/339123 		 Gender Loss 0.6519 		 Age MAE 7.68 		 Acc 0.7000 		 ETA 823s
0.4% 143200/339123 		 Gender Loss 0.6508 		 Age MAE 7.32 		 Acc 0.7200 		 ETA 822s
0.4% 143600/339123 		 Gender Loss 0.6528 		 Age MAE 6.87 		 Acc 0.6725 		 ETA 820s
0.4% 144000/339123 		 Gender Loss 0.6525 		 Age MAE 7.74 		 Acc 0.6900 		 ETA 818s
0.4% 144400/339123 		 Gender Loss 0.6519 		 Age MAE 7.38 		 Acc 0.6900 		 ETA 817s
0.4% 144800/339123 		 Gender Loss 0.6576 		 Age MAE 7.07 		 Acc 0.6400 		 ETA 815s
0.4% 145200/339123 		 Gender Loss 0.6531 		 Age MAE 7.42 		 Acc 0.6475 		 ETA 813s
0.4% 145600/339123 		 Gender Loss 0.6593 		 Age MAE 6.77 		 Acc 0.6225 		 ETA 812s
0.4% 146000/339123 		 Gender Loss 0.6467 		 Age MAE 7.64 		 Acc 0.7075 		 ETA 810s
0.4% 146400/339123 		 Gender Loss 0.6492 		 Age MAE 8.15 		 Acc 0.6725 		 ETA 808s
0.4% 146800/339123 		 Gender Loss 0.6656 		 Age MAE 7.14 		 Acc 0.5425 		 ETA 807s
0.4% 147200/339123 		 Gender Loss 0.6499 		 Age MAE 7.57 		 Acc 0.6250 		 ETA 805s
0.4% 147600/339123 		 Gender Loss 0.6548 		 Age MAE 7.78 		 Acc 0.5850 		 ETA 803s
0.4% 148000/339123 		 Gender Loss 0.6615 		 Age MAE 7.32 		 Acc 0.5800 		 ETA 802s
0.4% 148400/339123 		 Gender Loss 0.6444 		 Age MAE 7.41 		 Acc 0.6025 		 ETA 800s
0.4% 148800/339123 		 Gender Loss 0.6612 		 Age MAE 7.71 		 Acc 0.5825 		 ETA 798s
0.4% 149200/339123 		 Gender Loss 0.6478 		 Age MAE 7.34 		 Acc 0.6175 		 ETA 797s
0.4% 149600/339123 		 Gender Loss 0.6479 		 Age MAE 7.51 		 Acc 0.6375 		 ETA 795s
0.4% 150000/339123 		 Gender Loss 0.6513 		 Age MAE 7.42 		 Acc 0.6325 		 ETA 793s
0.4% 150400/339123 		 Gender Loss 0.6616 		 Age MAE 6.80 		 Acc 0.5775 		 ETA 791s
0.4% 150800/339123 		 Gender Loss 0.6470 		 Age MAE 6.92 		 Acc 0.7125 		 ETA 790s
0.4% 151200/339123 		 Gender Loss 0.6531 		 Age MAE 7.09 		 Acc 0.6450 		 ETA 788s
